latitude,longitude,k_value,description
20.0697,-155.9116,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
5.8988,-162.1623,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
16.7286,-169.5338,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
19.6098,-155.5047,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
20.0697,-155.9116,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
22.6765,-161.0005,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
22.9027,-162.1988,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
23.7137,-166.2385,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
24.2846,-167.1089,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
25.5613,-169.499,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
19.6098,-155.5047,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
20.5542,-156.6109,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
20.8392,-156.9314,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
20.801,-156.3436,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
21.1328,-157.0109,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
21.6424,-160.5355,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
21.4625,-157.9828,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
21.9093,-160.1484,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
22.0671,-159.5215,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
23.0436,-161.9441,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
23.5709,-164.7018,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
25.0094,-167.9992,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
22.9953,-161.8269,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
23.4292,-164.539,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
24.8687,-168.0536,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
20.8699,-156.8377,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
21.4078,-157.9396,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
21.8974,-160.0963,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
21.9976,-159.4663,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
55.6958,-160.77,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
55.8468,-158.8208,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
56.2746,-158.6699,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
57.6023,-156.3739,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
58.7177,-154.4682,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
58.6677,-160.9329,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
59.0253,-155.3298,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
59.4177,-159.7306,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
59.3065,-154.499,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
55.8387,-155.6302,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
55.7409,-161.5485,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
56.1813,-160.1925,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.2761,-161.8479,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
56.5821,-169.617,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
59.6886,-161.1881,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
52.8309,-169.8248,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
52.8871,-170.0606,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
52.9929,-169.7173,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
53.2688,-168.3536,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
53.7814,-166.1969,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
53.6694,-166.8816,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
54.0714,-165.333,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
54.0971,-165.0741,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
54.1259,-165.9109,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
54.2113,-165.5739,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
54.3916,-162.4284,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
54.4307,-162.6903,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
54.908,-159.2788,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
54.9104,-162.3214,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
54.7349,-164.0815,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.0011,-159.4074,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.1179,-161.7749,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.1285,-159.5766,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.2214,-161.6262,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.1051,-160.0104,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.3132,-160.4059,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.2637,-160.6935,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.4173,-163.1581,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.4243,-160.2531,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.2419,-162.4423,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
55.9891,-159.9326,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
56.5556,-157.1711,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
56.9403,-157.649,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
58.2809,-154.9838,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
59.9258,-166.2478,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
59.8319,-155.7466,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
59.3512,-161.1358,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic to Paleozoic"
59.4638,-158.056,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic to Paleozoic"
61.9929,-154.4702,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
64.9795,-161.5799,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
60.9629,-160.1493,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
63.1726,-159.0489,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
60.7757,-155.8186,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
66.2557,-154.4059,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
60.4302,-159.0115,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
65.1826,-164.1858,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic to lower Paleozoic"
63.217,-169.4192,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
62.5446,-160.5677,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
60.9966,-156.6928,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
62.1656,-159.8202,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
62.269,-161.9499,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
62.8236,-163.6625,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
63.443,-158.0194,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
64.4204,-160.9531,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
64.0437,-151.1583,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
65.2889,-156.8047,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
60.165,-166.4255,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
60.8511,-164.9774,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
60.6626,-164.7601,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
60.39,-154.4897,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
61.3567,-163.9068,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
61.7721,-165.497,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
63.3426,-161.7371,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
63.5876,-162.5153,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
63.4637,-170.3218,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
64.128,-156.1609,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic to lower Paleozoic"
64.3055,-157.4492,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Lower Paleozoic to Neoproterozoic"
61.0352,-156.4963,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic to Paleozoic"
61.2667,-157.4843,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic to Paleozoic"
61.6281,-159.7601,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic to Paleozoic"
62.3197,-155.4656,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic to Paleozoic"
63.4889,-153.8554,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic to Paleozoic"
60.0128,-160.4889,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic to Paleozoic"
62.0616,-160.993,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic to Paleozoic"
63.7435,-156.0586,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic to Paleozoic"
60.7396,-159.34,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic to Mesozoic"
62.514,-158.6502,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic to Mesozoic"
62.5506,-161.2488,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic to Mesozoic"
63.2941,-157.3027,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic to Mesozoic"
64.0087,-155.0064,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic to Mesozoic"
64.418,-156.2229,0.01,Ophiolitic complex of Meso-Cenozoic age
62.2046,-161.9669,0.01,Lake
63.9131,-159.0058,0.01,Lake
64.6718,-158.1857,0.01,Lake
61.2746,-162.7382,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
12.2391,-85.2543,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
52.8518,-169.833,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
59.9326,-160.3997,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
59.9644,-160.7378,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
59.9151,-163.5313,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.8173,-161.5832,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
58.7888,-157.161,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
60.3002,-162.3188,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
66.656,-129.5084,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
64.86,-155.1475,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic to upper Paleozoic"
67.6443,-157.0908,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
67.3729,-161.106,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
66.0984,-160.3155,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
66.2466,-156.6731,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
66.6495,-159.5176,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
67.4298,-153.6226,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
64.9795,-161.5799,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
65.6023,-166.3664,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
67.1043,-151.7808,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
68.3933,-166.163,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
65.7893,-169.0499,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
66.3834,-171.2338,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
68.5293,-165.8235,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
63.1726,-159.0489,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
66.8886,-159.4755,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
66.2557,-154.4059,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
69.0723,-157.2981,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
65.4253,-161.0382,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
66.0871,-156.4128,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
65.6926,-166.8279,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic to lower Paleozoic"
65.1826,-164.1858,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic to lower Paleozoic"
65.2889,-156.8047,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
66.1703,-166.4182,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
66.4792,-165.0917,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
66.0562,-165.2764,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
69.9706,-161.3811,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
70.0652,-151.8355,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
65.4578,-162.6444,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
65.871,-160.5653,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
66.3629,-164.2265,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
68.3101,-158.3999,0.01,Ophiolitic complex of Meso-Cenozoic age
68.3039,-160.5842,0.01,Ophiolitic complex of Meso-Cenozoic age
67.3514,-151.7983,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic to lower Paleozoic"
67.0847,-157.9004,0.01,Ophiolitic complex of Meso-Cenozoic age
68.2041,-161.7749,0.01,Ophiolitic complex of Meso-Cenozoic age
66.656,-129.5084,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
68.0446,-154.3681,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
77.0316,-89.5728,0.01,"Continental or island shelf (depth lower than 200 m), except Antarctica"
19.6098,-155.5047,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
57.1102,-153.1883,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
57.2527,-153.0598,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
57.354,-152.7683,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
57.5317,-152.4241,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.924,-140.6212,0.01,"Glacier, inland ice"
59.9111,-150.333,0.01,"Glacier, inland ice"
59.731,-153.1824,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.9095,-144.4332,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.9667,-148.1348,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.9782,-147.9725,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.9979,-148.1253,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.9412,-152.8628,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.8981,-147.6739,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
59.8504,-151.3546,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
56.9391,-153.6937,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
57.3226,-154.2466,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
57.6105,-153.207,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
57.8957,-153.3731,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
57.9281,-152.4191,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
58.0555,-153.197,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
57.6023,-156.3739,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
58.2164,-151.843,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
58.2388,-152.5943,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
58.5509,-152.4929,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
58.9321,-152.2732,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
58.7177,-154.4682,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
59.3548,-150.6884,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
59.4311,-150.3649,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
59.7254,-153.5056,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
59.5786,-150.793,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
59.0253,-155.3298,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
59.3065,-154.499,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
56.527,-153.9968,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
56.5335,-154.5608,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
56.5569,-154.2111,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
56.8449,-153.9357,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
58.2809,-154.9838,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
59.3648,-153.451,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
59.8319,-155.7466,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
57.2606,-153.5438,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Cenozoic"
58.8158,-153.5912,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Cenozoic"
59.9625,-154.4809,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Cenozoic"
61.9929,-154.4702,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
64.284,-152.5058,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
61.0583,-140.7236,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Lower Paleozoic"
61.4738,-139.6195,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Upper Paleozoic"
61.7907,-140.6756,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Upper Paleozoic"
62.6085,-148.6394,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Upper Paleozoic"
62.9653,-145.3499,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Upper Paleozoic"
60.0346,-140.5777,0.01,"Glacier, inland ice"
60.1164,-150.0662,0.01,"Glacier, inland ice"
60.1731,-153.4,0.01,"Glacier, inland ice"
60.3041,-148.8024,0.01,"Glacier, inland ice"
60.6382,-148.9636,0.01,"Glacier, inland ice"
60.6189,-152.999,0.01,"Glacier, inland ice"
60.8884,-145.5423,0.01,"Glacier, inland ice"
61.0105,-152.9618,0.01,"Glacier, inland ice"
61.0993,-148.6672,0.01,"Glacier, inland ice"
61.4002,-147.1297,0.01,"Glacier, inland ice"
60.822,-142.3467,0.01,"Glacier, inland ice"
61.5801,-152.3386,0.01,"Glacier, inland ice"
62.0106,-143.4401,0.01,"Glacier, inland ice"
62.7191,-151.6525,0.01,"Glacier, inland ice"
63.2792,-150.4651,0.01,"Glacier, inland ice"
63.3897,-145.2855,0.01,"Glacier, inland ice"
63.5747,-146.8836,0.01,"Glacier, inland ice"
65.0676,-141.7178,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
63.4168,-144.4289,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Paleozoic to Neoproterozoic"
63.7823,-148.9949,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Paleozoic to Neoproterozoic"
61.9914,-139.054,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
62.5957,-140.5586,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
63.0732,-139.8307,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
64.9575,-144.6755,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
61.2231,-149.4197,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
61.5619,-149.3098,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
61.6905,-146.1704,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
63.8263,-140.6192,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
62.3641,-140.6454,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic to upper Paleozoic"
62.9624,-143.4605,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic to upper Paleozoic"
64.5881,-153.3122,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic to upper Paleozoic"
63.1726,-159.0489,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
60.1196,-152.9966,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
60.6467,-143.7911,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
60.3009,-140.2531,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
60.5323,-152.6227,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
60.9612,-146.3148,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
61.1713,-144.9075,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
60.7757,-155.8186,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
61.5223,-143.1137,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
62.0223,-147.6929,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
62.3443,-142.3632,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
65.1616,-139.8856,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
65.2407,-149.1798,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
66.2557,-154.4059,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
60.7349,-150.0588,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
62.2404,-139.7163,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
63.1361,-146.5413,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
63.1215,-141.6924,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
63.6774,-140.1844,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
63.8106,-143.4945,0.03,"Continental crust, Extrusive volcanic rocks (traps exepted) - Mesozoic"
60.4909,-153.2081,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
60.8331,-140.5669,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
61.2253,-152.2757,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
61.2715,-143.2864,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
61.7801,-147.677,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
61.8897,-140.1111,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
62.0376,-149.081,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
62.4984,-148.1076,0.05,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
62.4545,-145.9421,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
62.7886,-142.073,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
60.0034,-144.2354,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
60.0178,-148.0291,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
60.0342,-147.8883,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
60.0782,-148.0122,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
60.0651,-152.741,0.0005,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
