latitude,longitude,k_value,description
6.8868,3.8043,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
12.465,5.2275,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
6.025,5.5513,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
7.652,2.1989,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
7.9728,3.4383,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
8.6095,2.4506,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
8.6068,4.3861,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
8.538,3.0382,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
9.1898,3.8167,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
8.0256,5.046,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
11.4584,5.1642,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
14.5351,0.3981,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
4.9774,6.2575,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
9.0071,5.3055,0.4,Lake
10.459,4.5497,0.4,Lake
11.6482,3.6583,0.4,Lake
14.6281,0.9678,0.4,Lake
46.8323,5.0594,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
8.1151,-9.8544,0.4,"Continental crust, Undifferentiated facies - Archean"
7.899,-5.537,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
14.9768,11.2963,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
13.7172,-5.1163,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
11.3159,-9.0268,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
11.8949,-0.9541,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
8.9035,2.8983,0.4,"Continental crust, Undifferentiated facies - Archean"
8.265,9.107,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
4.3937,6.4776,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
23.2034,-10.4002,0.4,"Continental crust, Undifferentiated facies - Archean"
29.5405,-9.0046,0.4,"Continental crust, Undifferentiated facies - Archean"
28.0648,-9.1157,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
14.4224,-10.2752,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
15.3709,-8.5386,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
16.8236,-10.5989,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
14.5809,-12.2654,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
23.6565,-5.2506,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
28.6781,-2.0008,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
29.4327,-4.2468,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
29.7066,-2.3472,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
29.9485,-7.4349,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
30.2163,-9.1986,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
22.6405,-4.3719,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
27.0206,-7.3074,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
26.2723,-12.383,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
17.3918,-7.4014,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
21.2645,-1.1826,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
30.3048,-4.3654,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
15.7155,-10.7829,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
23.3094,-9.2477,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
25.6879,-3.6267,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
30.7848,-6.9076,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
25.3888,-7.8902,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
14.8138,-4.0566,0.4,Lake
15.4946,-4.1548,0.4,Lake
16.0031,0.1385,0.4,Lake
16.2344,-3.4327,0.4,Lake
16.6902,-0.2413,0.4,Lake
16.8442,-2.154,0.4,Lake
16.985,-0.833,0.4,Lake
25.8149,4.1146,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
24.7471,8.9679,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
18.2097,1.869,0.4,"Continental crust, Undifferentiated facies - Archean"
21.0188,1.8837,0.4,"Continental crust, Undifferentiated facies - Archean"
21.0203,2.4816,0.4,"Continental crust, Undifferentiated facies - Archean"
23.2398,2.8257,0.4,"Continental crust, Undifferentiated facies - Archean"
23.826,5.1474,0.4,"Continental crust, Undifferentiated facies - Archean"
16.1719,7.9588,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
18.7127,4.3784,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
20.178,3.3393,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
19.8208,4.8012,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
19.1006,1.0715,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
26.0417,5.1896,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
27.415,6.4862,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
23.805,2.2912,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
20.3829,1.7047,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
20.8468,5.5729,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
21.6431,3.5871,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
22.801,5.4762,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
24.5284,5.3219,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
24.4953,3.6404,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
21.9211,5.5166,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
24.5632,3.0773,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
17.8959,1.383,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
19.8813,2.0399,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
22.0727,3.0013,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
23.0396,2.0277,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
15.2018,0.6904,0.4,Lake
15.4917,0.6354,0.4,Lake
15.646,0.4693,0.4,Lake
46.8323,5.0594,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
29.6889,6.5147,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
14.9768,11.2963,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
28.7871,14.6965,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
13.7172,-5.1163,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
29.4766,-9.4882,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
11.8949,-0.9541,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
22.0905,3.9167,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
43.1497,-1.627,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
30.4431,-7.3661,0.4,"Continental crust, Undifferentiated facies - Archean"
30.8447,-4.7347,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
31.3611,-4.5027,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
31.2473,-2.043,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
35.3983,-4.2391,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
35.4657,-3.9384,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
29.7066,-2.3472,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
29.9485,-7.4349,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
38.3132,-7.2934,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
38.7983,-3.8568,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
42.0707,-2.9558,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
42.914,-6.7775,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
31.9151,-8.2271,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
32.8338,-7.9346,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
33.3334,-6.3416,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
41.7771,-7.0456,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
42.8126,-7.5953,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
39.4816,-1.9579,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
30.2163,-9.1986,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
37.5574,-7.6938,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
43.0722,-5.3863,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
37.734,-5.9471,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
38.355,-7.95,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
38.3605,-5.1501,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
39.211,-7.377,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
39.3365,-6.0644,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
39.9914,-7.1848,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
40.3923,-4.9092,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
42.8103,-0.2295,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
41.3697,-7.7249,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
31.8333,-2.2788,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
31.717,-9.4587,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
37.862,-1.2565,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
38.9247,-6.2421,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
30.3048,-4.3654,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
31.4344,-9.2305,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
32.8978,-7.3918,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
34.8839,-2.0737,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
35.6005,-0.956,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
35.7978,-0.4044,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
35.0083,-4.644,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
37.1456,-8.23,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
39.6641,-8.8357,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
41.2523,-3.8472,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
37.259,-5.3787,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
32.1463,-7.8362,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
33.3478,-7.4426,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
33.7445,-0.7632,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
34.9317,-1.1677,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
37.589,-2.6867,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
38.776,-8.474,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
39.8094,-3.1066,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
44.0222,0.4408,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
35.9173,-3.04,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
36.8223,-2.0796,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
30.7848,-6.9076,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
38.1865,-6.0658,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
41.0159,-3.5855,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
42.0657,-6.6658,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
42.968,-6.165,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
43.1274,-8.386,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
39.6037,-3.9142,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleozoic"
37.1011,-2.9858,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic to Paleozoic"
41.3217,0.0188,0.4,Lake
42.1587,2.5385,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
38.7613,1.8739,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
43.7822,2.5294,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
41.917,2.8143,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
42.3624,1.9068,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
44.7084,4.5621,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
45.06,4.0149,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
45.2563,2.856,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
43.8293,2.7704,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
41.7016,2.4456,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
42.4598,2.8179,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
42.565,1.9604,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
42.6471,0.667,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
42.7555,1.4037,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
45.9624,1.8741,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
45.4335,4.0778,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
38.9398,1.475,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
39.567,3.3023,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
39.7129,2.7484,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
39.9288,4.2005,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
42.0592,0.9834,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
34.697,2.7196,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
36.6592,3.6371,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
38.6944,1.4705,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
38.9982,1.3964,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
39.546,3.011,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
39.9847,3.9658,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
41.2964,1.665,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
42.6439,2.8933,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
43.8279,4.8255,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
46.1171,5.1955,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
36.5968,4.0349,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleozoic to Precambrian"
42.5596,2.3458,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
43.4552,2.6175,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
45.1766,3.324,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
45.1712,4.6736,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
45.5001,1.3171,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
44.9377,2.7563,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
46.8323,5.0594,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
42.7013,0.2042,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
35.9124,-3.0055,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
43.0279,-2.0889,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
41.8371,-2.4001,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
29.6889,6.5147,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
34.1306,1.0732,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
48.2151,6.1406,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
28.7871,14.6965,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
29.4766,-9.4882,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
39.7075,-6.3075,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
38.9108,1.4821,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
39.6218,3.3309,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
42.7353,1.5599,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
54.2288,-4.5265,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
54.2517,-2.7346,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
54.5235,-3.1251,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
46.6829,-1.6896,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
47.6307,-1.5376,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
56.4971,-6.8819,0.4,"Continental crust, Undifferentiated facies - Archean"
56.6217,-6.574,0.4,"Continental crust, Undifferentiated facies - Archean"
56.9874,-7.4616,0.4,"Continental crust, Undifferentiated facies - Archean"
57.2445,-7.3297,0.4,"Continental crust, Undifferentiated facies - Archean"
57.4435,-7.3024,0.4,"Continental crust, Undifferentiated facies - Archean"
57.5969,-7.2807,0.4,"Continental crust, Undifferentiated facies - Archean"
57.718,-7.1816,0.4,"Continental crust, Undifferentiated facies - Archean"
57.8968,-7.0319,0.4,"Continental crust, Undifferentiated facies - Archean"
57.7423,-5.5912,0.4,"Continental crust, Undifferentiated facies - Archean"
58.2244,-6.8451,0.4,"Continental crust, Undifferentiated facies - Archean"
58.125,-6.6604,0.4,"Continental crust, Undifferentiated facies - Archean"
58.2715,-4.9999,0.4,"Continental crust, Undifferentiated facies - Archean"
46.8061,-1.1134,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
47.9978,-0.6433,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
48.815,-0.7516,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
49.3283,-1.5401,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
52.4246,-3.6817,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
52.7129,-6.6196,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
53.6848,-9.4811,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
54.1915,-6.4771,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
55.2996,-3.4459,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
46.9378,-1.7056,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
47.3342,-3.1736,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
46.7122,-2.334,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
52.7929,-6.9223,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
53.2507,-9.6811,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
53.4291,-9.7582,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
53.96,-10.0532,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
54.1066,-9.889,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
54.3732,-2.9923,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
54.9867,-8.5267,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
54.9068,-3.8841,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
55.0656,-8.0431,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
56.0714,-6.195,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
56.1746,-5.7069,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
56.2269,-5.6365,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
56.2969,-5.6172,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
56.3953,-5.5527,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic"
